병원명,기관구분,주소,지역,위도,경도
마음건강힐링홈,정신재활시설,전라북도 전주시 완산구 물왕멀2길 20-17,전라북도,35.8268581315406,127.149164021812
마음사랑의집,정신재활시설,전라북도 정읍시 수성택지3길 28,전라북도,35.5789115105665,126.857647455894
마음샘정신재활센터,정신재활시설,경기도 수원시 장안구 경수대로 754번길 26-17,경기,37.2915760034361,127.023973550781
마음애병원,기초정신건강복지센터,"충청남도 천안시 서북구 서부8길 29, 2층",충청남도,36.8197754975339,127.139883466987
마음자리,정신재활시설,"서울특별시 양천구 목동 중앙남로 16다길 9, 204호",서울,37.5433836961074,126.865109397302
마음자리,정신재활시설,"인천광역시 남동구 경인로 599번길 26-6 좋은하루 다동 201, 202호",인천,37.4659790711083,126.704711036548
마음터,정신재활시설,"충청남도 천안시 서북구 서부8길 10, 3층",충청남도,36.8190009306372,127.137543291935
마음편한집,정신요양시설,충청남도 천안시 동남구 동면 동산행암길 44-67,충청남도,36.7896826624012,127.362158231199
마인드,정신재활시설,"서울특별시 동대문구 전농로 38길 35, 2,3층",서울,,
마인드병원,중독관리통합지원센터,"대전광역시 대덕구 중리서로 42, 3층 (중리동)",대전,36.362540389072,127.421932425228
마중물,정신재활시설,대전광역시 대덕구 중리동로 27번길 14-11,대전,36.3620291210228,127.428625781864
맑은샘,정신재활시설,"서울특별시 강동구 구천면로 28길 21, 401호(천호동)",서울,37.5400550455918,127.12949753387
맑은샘사회복귀시설,정신재활시설,광주광역시 서구 독립로 200,광주,35.1505205947282,126.906425432718
멋진월요일,정신재활시설,서울특별시 성동구 성덕정길 116 4층,서울,37.5367897931264,127.056189353148
메리놀병원,기초정신건강복지센터,"부산광역시 중구 중구로 70-1, 4층",부산,35.1037284975075,129.029021449073
명지병원,기초정신건강복지센터,서울특별시 강서구 공항대로 561 강서구보건소 지하1층,서울,37.549648403498,126.868280181244
목동하늘샘,정신재활시설,"서울특별시 양천구 목동 중앙남로 9길 28-1, 201호",서울,37.5381955831598,126.864891204558
목포시 정신건강복지센터,기초정신건강복지센터,전라남도 목포시 석현로48(2층),전라남도,34.8166855673326,126.426150605247
목포시 중독관리통합지원센터,중독관리통합지원센터,전라남도 목포시 석현로 48(하당보건지소),전라남도,34.8166855673326,126.426150605247
목화밭,정신재활시설,"경기도 남양주시 경춘로양골2길 11-6, B동 201호(금곡동)",경기,37.6375228319298,127.213782047143
무안군 정신건강복지센터,기초정신건강복지센터,전라남도 무안군 무안읍 무안로 530,전라남도,34.9910461440548,126.481898957424
무주군 정신건강복지센터,기초정신건강복지센터,전라북도 무주군 무주읍 한풍루로 413,전라북도,36.0059033303402,127.671676292106
무주리(술없는마을),정신재활시설,"강원도 동해시 월평로49, 규수방 아파트 102동 504호",강원,37.4933120782544,129.055491300577
무지개둥지,정신재활시설,서울특별시 은평구 연서로 45-2,서울,37.6033241153297,126.915234357725
무지개마을,정신요양시설,제주특별자치도 제주시 아봉로 449-1 (월평동),제주,33.4709369177698,126.581874284918
문경대학교,기초정신건강복지센터,경상북도 문경시 신흥로 165(2층),경상북도,36.5957662009369,128.20238839532
미래병원,기초정신건강복지센터,전라북도 김제시 성산길 138,전라북도,35.8008010729825,126.883290402788
미래지움,정신재활시설,대구광역시 북구 대학로 61-1,대구,35.8917581991703,128.607146963413
미추홀하우스,정신재활시설,인천광역시 미추홀구 경인로 268번길 33-13,인천,37.4610777514528,126.669840950334
민들레병원,중독관리통합지원센터,경기도 파주시 조리읍 봉천로 68,경기,37.7450790671407,126.805011190254
밀양시 정신건강복지센터,기초정신건강복지센터,경상남도 밀양시 삼문중앙로 41,경상남도,35.4856701112926,128.756060846072
바람숲,정신재활시설,"경기도 김포시 대서명로 8번길 21, 형우이즈뷰 나동",경기,37.6976473066818,126.606642653492
박애원,정신요양시설,경기도 고양시 일산동구 상지석길 441,경기,37.7268215073833,126.794939782485
밝은길,정신재활시설,"서울특별시 중랑구 상봉중앙로 5가길 48, 2층",서울,37.6011687937336,127.084978357694
밝은세상,정신재활시설,대전광역시 중구 대종로449 (대흥동),대전,36.3248040721153,127.427786594076
방주의 집,정신요양시설,세종특별자치시 전동면 솔티로 293-3,세종,36.6222592800808,127.219587647689
버팀목,정신재활시설,대전광역시 중구 문창로 123(문창동),대전,36.323719109889,127.430732292114
벌교삼호병원,기초정신건강복지센터,전라남도 보성군 송재로 153. 2층,전라남도,34.7702173291455,127.079038466874
베네스트마음 건강센터,정신재활시설,"대구광역시 달서구 학산로246(송현2동), 삼정빌딩 2층",대구,35.833544234225,128.553274935903
벧엘의사닥다리,정신재활시설,경상북도 포항시 남구 청림서길 35번길 2 미성빌라 403호,경상북도,35.996820150581,129.409905613253
벧엘클럽하우스,정신재활시설,경상남도 양산시 상북면 수서로 349-94,경상남도,35.4408259647723,129.034525428928
별뜰,정신재활시설,충청북도 옥천군 옥천읍 삼청3길 40,충청북도,36.2598384431563,127.571745586619
별자리,정신재활시설,강원도 원주시 소초면 둔둔로 217-19,강원,37.4393706086124,127.987795488797
보금자리,정신재활시설,"대전광역시 유성구 유성대로 694번길 95, 3층(봉명동)",대전,36.3540989791047,127.336884148454
보금자리,정신재활시설,충청남도 아산시 초사길 3-88,충청남도,36.7515500363678,126.971924551489
보듬자리,정신재활시설,부산광역시 금정구 금샘로 52,부산,,
보람의집,정신재활시설,충청남도 논산시 연산면 한전2길 45-13,충청남도,36.2050864939299,127.187208104454
보령시 정신건강복지센터,기초정신건강복지센터,충청남도 보령시 보령남로 234,충청남도,36.3245091585878,126.602371192339
보배정신건강상담센터,정신재활시설,전라북도 익산시 인북로2길 53,전라북도,35.9285058297053,126.954824645291
보은병원,중독관리통합지원센터,광주광역시 광산구 상무대로 239-1,광주,35.1406225706742,126.793246013325
보은병원,기초정신건강복지센터,전라남도 화순군 화순읍 쌍충로 62 화순군보건소 3층,전라남도,35.0571306725339,126.982013528719
보은성모병원,기초정신건강복지센터,충청북도 보은군 보은읍 동광길 45,충청북도,36.4859937266641,127.716770423714
복지와 사람들,중독관리통합지원센터,"서울특별시 구로구 새말로 60, 재중요양병원 별관 지층",서울,37.5032247869143,126.886639083503
부산광역시 정신재활시설,정신재활시설,부산광역시 사상구 학감대로 39번길 104-36 3층(학장동),부산,35.1329094433878,128.995051350112
부산광역자살예방센터,자살예방센터,부산광역시 남구 수영로 299 루미너스빌딩 12층,부산,35.1371570282282,129.09886517963
부산대학교 산학협력단,기초정신건강복지센터,부산광역시 북구 만덕대로 89번길 9,부산,35.2128477400946,129.014241613263
부산대학교병원,중독관리통합지원센터,부산광역시 서구 구덕로 179 융합의학연구동 2층,부산,35.1011288801696,129.019244318359
부산소테리아하우스,정신재활시설,부산광역시 사상구 삼덕로 59(덕포동),부산,35.1742383299505,128.983361033539
부산시립정신병원,중독관리통합지원센터,"부산광역시 사상구 모라로110번길 85, 주공1단지 나상가 2층 (모라동)",부산,35.1846437660626,128.995473574571
부산정신병원,기초정신건강복지센터,"부산광역시 사하구 장림번영로 41, 한국메디컬빌딩 5층",부산,35.0808385398526,128.969936131816
부여군 정신건강복지센터,기초정신건강복지센터,충청남도 부여군 부여읍 성왕로 205,충청남도,36.2829386408308,126.909414379054
부천공동희망학교,정신재활시설,경기도 부천시 수도로 40-1 2층,경기,,
부천시자살예방센터,자살예방센터,경기도 부천시 성오로 172 오정 어울마당 3층,경기,37.5283468189716,126.796026576464
부평정신건강복지센터,기초정신건강복지센터,"인천광역시 부평구 부흥로 287, 보건소 별관2층",인천,37.4989341652034,126.723782466335
부활원,정신요양시설,충청북도 옥천군 군북면 이백6길 109,충청북도,36.3276976403074,127.552191395862
분당서울대학교병원,기초정신건강복지센터,경기도 성남시 수정구 수정로218 수정구보건소 5층,경기,37.444329023077,127.144061759192
분당서울대학교병원,기초정신건강복지센터,경기도 성남시 수정구 수정로 218 수정구보건소 4층,경기,37.444329023077,127.144061759192
뷰티플마인드,정신재활시설,대전광역시 동구 비래서로42번길 134 1층,대전,36.348759257208,127.445698762071
브솔시냇가,정신재활시설,"경상북도 포항시 남구 상공로204, 2층",경상북도,36.0221232778314,129.368129743027
비콘,정신재활시설,대구광역시 남구 현충로 98,대구,35.8417672155292,128.580283397935
비타민,정신재활시설,충청남도 천안시 서북구 월봉7길 54 상문빌딩 4층,충청남도,36.7916827568783,127.116805167283
빛고을베델,정신재활시설,"광주광역시 북구 우치로 238번길 28, 드림빌 503호",광주,35.1868329086556,126.90657804882
빛고을보건복지센터,정신재활시설,광주광역시 서구 상무대로 916번길 4-3,광주,,
빛고을정신요양원,정신요양시설,전라남도 나주시 다도면 다도로 287-22,전라남도,34.9854656107319,126.827659482513
사람이소중한병원,기초정신건강복지센터,울산광역시 북구 산업로 1018 북구보건소 2층,울산,35.5835548619462,129.360710555075
사람이소중한병원,기초정신건강복지센터,울산광역시 중구 외솔큰길 225 중구보건소 3층,울산,35.5694559544782,129.350415577615
사랑나눔 ,정신재활시설,"경기도 화성시 복만터길 72번길, 7-18",경기,37.1835845494681,126.942325333245
사랑마을,정신재활시설,경상남도 진주시 문산읍 제곡길98번길 30,경상남도,35.1536698768395,128.174133033507
사랑밭 ,정신재활시설,경기도 화성시 10용사로 661-69,경기,37.189891383126,127.082635130927
사랑샘,정신재활시설,전라남도 순천시 강변로977,전라남도,34.9721029627966,127.487291642753
사랑의집,정신재활시설,경상북도 김천시 어모면 신애길142,경상북도,36.2098234209186,128.052775278406
사랑채,정신재활시설,대전광역시 서구 정림동로 29-11(정림동),대전,36.3054029677714,127.368668242598
사직클럽하우스,정신재활시설,부산광역시 동래구 쇠미로 179 1층(온천동),부산,35.2064429903349,129.062527353688
사천시 정신건강복지센터,기초정신건강복지센터,경상남도 사천시 용현면 진삼로 637,경상남도,35.0137420316578,128.061259761912
산청군 정신건강복지센터,기초정신건강복지센터,경상남도 산청군 산청읍 중앙로 97,경상남도,35.4160818973147,127.884236050691
삼정원,정신요양시설,전라북도 익산시 금마면 쌍능길 145,전라북도,35.9857794942372,127.031880616817
상록원,정신요양시설,충청북도 청주시 상당구 산성로 658번길 301 ,충청북도,36.6423828294426,127.54016050514
상주제일병원,기초정신건강복지센터,경상북도 상주시 경상대로3023,경상북도,36.4169135948469,128.150852071553
새동네,정신재활시설,경기도 오산시 현충로 72번길 14 우성그린빌라 104동 102호,경기,37.1617382356289,127.075102572479
새로돋는집,정신재활시설,"서울특별시 관악구 대학 18길 41, 401호",서울,37.4639643331131,126.936623471522
새롬마을,정신재활시설,"서울특별시 노원구 동일로 237다길 43, 201호(상계동)",서울,37.6754900488348,127.052478579402
새롬채,정신재활시설,전라남도 영광군 영광읍 신남로 264-4,전라남도,35.2746513754076,126.51021506333
새마음정신문화센터,정신재활시설,"울산광역시 남구 화합로 105, 로하스빌딩 6층",울산,35.5340902870779,129.340633053458
새벗클럽하우스,정신재활시설,"서울특별시 강서구 강서로52길 88 참빛빌딩 3, 4층",서울,37.5572795224299,126.843095493871
새봄,정신재활시설,경기도 수원시 팔달구 경수대로 480번길 11-1,경기,37.2688990522226,127.028220944861
새빛병원,기초정신건강복지센터,경상북도 경주시 양저로 300(경주시 보건소 2층),경상북도,,
새샘병원,기초정신건강복지센터,경기도 과천시 관문로 69 과천시보건소 1층,경기,37.4302215701575,126.986797527355
새오름터,정신재활시설,서울특별시 은평구 연서로22길 4(대조동),서울,37.6150761590274,126.918548591691
새움병원,기초정신건강복지센터,서울특별시 금천구 시흥대로 123길 11 5층,서울,37.4702190458977,126.8970437257
새희망둥지,정신재활시설,경기도 고양시 일산동구 상지석길 443,경기,37.7263515829524,126.796042850274
새희망병원,중독관리통합지원센터,"인천광역시 남동구 구월로 320, 4층",인천,37.4552394741494,126.726065564544
새희망재활센터,정신재활시설,경상북도 영주시 반지미로 275-11,경상북도,36.825636097395,128.597421261665
새희망힐링스,정신요양시설,경상북도 영주시 반지미로 275-15,경상북도,36.8254525799634,128.596427247814
생림정신요양원,정신요양시설,경상남도 김해시 생림면 인제로775,경상남도,35.2938740721547,128.883069378236
생명의터,정신재활시설,대전광역시 동구 동부로56-7(판암동) 56-7,대전,,
샤론의집,정신재활시설,충청남도 예산군 예산읍 간양길 256,충청남도,36.7253105468432,126.877321120599
샹가,정신재활시설,"서울특별시 서대문구 증가로10길 16-4, 302호",서울,37.5780185272559,126.923459840768
서귀포시 정신건강복지센터,기초정신건강복지센터,제주특별자치도 서귀포시 중앙로 101번길 52 서귀포보건소,제주,33.2534812704393,126.555357293521
서귀포시 중독관리통합지원센터,중독관리통합지원센터,제주특별자치도 서귀포시 중앙로 101번길 52,제주,33.2534812704393,126.555357293521
서대문 해벗누리,정신재활시설,서울특별시 서대문구 모래내로173,서울,37.5712602886158,126.91984104938
서대문구 정신건강복지센터,기초정신건강복지센터,"서울특별시 서대문구 연희로 290, 4층",서울,37.5829292600117,126.936445433716
서대문아이존,정신재활시설,서울특별시 서대문구 연희로26 동방사회복지회 2층 ,서울,37.5609976100793,126.927106202065
서로돕는마을,정신재활시설,전라북도 김제시 금구면 낙산1길46,전라북도,35.8077407193368,127.002961650732
서산시 정신건강복지센터,기초정신건강복지센터,충청남도 서산시 호수공원6로 6,충청남도,36.7745775808388,126.444514667198
서울다르크,정신재활시설,서울특별시 양천구 목동 중앙본로 7가길 19-7 다나네스트빌 103호,서울,37.5402186948746,126.866881148478
서울대병원,기초정신건강복지센터,서울특별시 종로구 성균관로 15길 10,서울,37.5900733792384,126.997633354983
서울대병원,기초정신건강복지센터,서울특별시 중구 서소문로 6길 16 3층,서울,37.559430257461,126.966259528781
서울시립 영보정신요양원,정신요양시설,경기도 용인시 처인구 이동읍 이원로 483,경기,37.1690512282661,127.239856092332
서울시자살예방센터,자살예방센터,"서울특별시 구로구 가마산로 272, 5층",서울,37.4957300477751,126.890661245315
서울우리집,정신재활시설,"서울특별시 강동구 상일로 25길 7-12, 201호",서울,37.5609592103785,127.169910334164
서울의료원,광역정신건강복지센터,"서울특별시 종로구 동숭3길 40 일석기념관 3,4층",서울,37.5828910397456,127.004818425723
서울의료원,기초정신건강복지센터,서울특별시 중랑구 면목로238 중랑구민회관 1층,서울,37.5739539541608,127.085105452975
서울정신요양원,정신요양시설,경기도 양주시 장흥면 가마골로 258번길122,경기,37.7412952367438,126.983741228785
서인병원,기초정신건강복지센터,강원도 양구군 양구읍 관공서로42 보건소4층,강원,38.1099771185665,127.989204159128
서진복지재단,중독관리통합지원센터,"서울특별시 도봉구 방학로 53, 백윤빌딩 2층",서울,37.6625389360544,127.046395798831
서진복지재단,기초정신건강복지센터,인천광역시 부평구 삼산동 평천로447 ,인천,37.5179606782881,126.74049147054
서천군 정신건강복지센터,기초정신건강복지센터,충청남도 서천군 서천읍 사곡길 26,충청남도,36.0821342866092,126.689438589428
서초구 정신건강복지센터,기초정신건강복지센터,서울특별시 서초구 염곡말길 9 느티나무쉼터 3층,서울,37.4618240620617,127.050698964768
서초아이존,정신재활시설,서울특별시 서초구 방배로173 지하1층,서울,37.4890076091191,126.992242397414
서초열린세상,정신재활시설,"서울특별시 서초구 신반포로33 길22, 반포종합사회 복지관410호",서울,37.5099520523642,127.010993657323
서희,정신재활시설,경기도 수원시 팔달구 동말로47번길 33-1,경기,37.2799554724898,126.998614748725
선재원,정신재활시설,충청남도 천안시 동남구 청수7로 9-4,충청남도,36.7835615004525,127.160462136274
섭리가정,정신재활시설,"대전광역시 서구 관저로83, 신선마을아파트 205동 201호",대전,36.3003825588283,127.331492734592
섭리그룹홈,정신재활시설,"대전광역시 서구 관저로 48, 구봉마을 704동 101호",대전,36.2973344928039,127.327302356358
섭리행복가정,정신재활시설,"대전광역시 서구 관저로 48, 구봉마을 702동 309호",대전,36.2973344928039,127.327302356358
성남사랑의병원,중독관리통합지원센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,경기,37.444329023077,127.144061759192
성남시자살예방센터,자살예방센터,경기도 성남시 수정구 수정로 218 수정구보건소 5층,경기,37.444329023077,127.144061759192
성동병원,기초정신건강복지센터,"대구광역시 북구 성북로 43, 4층",대구,35.8916061064482,128.588270599109
성모 다움,정신재활시설,서울특별시 성동구 청계천로 506 성동종합사회복지관 4층,서울,37.5702230156273,127.033440163639
성부정신수양원,정신요양시설,대구광역시 북구 복현로 34길 18-17,대구,35.9033930043996,128.621172361858
성북구 정신건강복지센터,기초정신건강복지센터,서울특별시 성북구 화랑로 63,서울,37.6027616666352,127.039514009476
성북구자살예방센터,자살예방센터,"서울특별시 성북구 오패산로 21, 4층",서울,37.6041194415259,127.037068364923
성산정신요양원,정신요양시설,전라남도 무안군 삼향읍 유교길 101,전라남도,34.8514256242099,126.438928668891
성안드레아병원,기초정신건강복지센터,경기도 이천시 이섭대천로1119 이천상공회의소 2층 ,경기,37.2705232897144,127.445455807645
성애원,정신요양시설,울산광역시 울주군 남명리1길 34-48,울산,35.7119382337742,129.206657550498
성은의료재단 연산병원,기초정신건강복지센터,"부산광역시 연제구 연제로 2, 연제구보건소 2층",부산,35.1762117404623,129.07974560596
성일유엔아이,정신재활시설,전라북도 남원시 사매면 춘향로 822-129,전라북도,35.4762614533792,127.369237460886
성주군 정신건강복지센터,기초정신건강복지센터,경상북도 성주군 성주읍 성밖숲길 12,경상북도,35.9173818812858,128.278695386566
성지드림빌,정신요양시설,충청남도 논산시 연산면 한전2길 45-14,충청남도,36.2052561596332,127.186650627726
세광정신요양원,정신요양시설,경기도 용인시 처인구 백암면 용천로 71번길 54,경기,37.1213897109084,127.365546642747
세움공동체,정신재활시설,충청남도 계룡시 엄사면 번영8길 15-2,충청남도,36.2881345973895,127.233841431428
세잎클로버,정신재활시설,대구광역시 동구 해동로 8길 41(지저동),대구,35.8947400637673,128.635681436015
세친구,정신재활시설,경기도 부천시 송내대로 42번길 62 나동 410호,경기,,
소담,정신재활시설,"서울특별시 강북구 한천로 166길 30, 3층(수유동)",서울,37.6476601994224,127.018620520164
소망나래,정신재활시설,충청북도 청주시 서원구 수영로59번길 18-1(수곡동),충청북도,36.616545327536,127.492719672142
소망나무,정신재활시설,서울특별시 광진구 능동로 50길 8 2층,서울,37.5639195137374,127.083797489394
소망의집,정신요양시설,인천광역시 서구 심곡로 132번길 22,인천,37.5455347190087,126.684589105389
소망의집,정신재활시설,대전광역시 서구 실미길 116(우명동),대전,36.2232023788205,127.299262628223
소망의집,정신재활시설,전라북도 진안군 진안읍 원반월안길 39-2,전라북도,35.7607661012979,127.44054644127
소망홈,정신재활시설,서울특별시 광진구 천호대로 113길 29,서울,37.5585102412215,127.083613628705
소명,정신재활시설,충청남도 천안시 동남구 양지4길 47,충청남도,36.8112221704858,127.137092533267
소중한사람들,정신재활시설,경상북도 칠곡군 왜관읍 금남5길 60,경상북도,35.9260154355383,128.413536739028
소화누리,정신요양시설,광주광역시 남구 용대로74번길 27,광주,35.1210851789301,126.920617418126
소화햇살둥지,정신재활시설,"광주광역시 남구 봉선1로 86, 모아아파트 102동 817호",광주,35.1274849186926,126.914720684584
속초시정신건강복지센터,기초정신건강복지센터,강원도 속초시 중앙로17번길 6 (교동) ,강원,38.1988004208562,128.578919673509
송광정신재활센터,정신재활시설,광주광역시 광산구 우산로 17,광주,35.1598237676421,126.804146670316
송국클럽하우스,정신재활시설,부산광역시 해운대구 우동1로 57 대영빌딩 2.3층,부산,35.1666896767145,129.157451291448
송원정신요양원,정신요양시설,경상남도 양산시 하북면 양산대로 1870-63,경상남도,35.4308855560382,129.071329076511
송이네집,정신재활시설,서울특별시 광진구 능동로 48 가길 7-11,서울,37.5626801930511,127.085681072056
송추정신병원,기초정신건강복지센터,경기도 양주시 삼숭로 61번길10,경기,,
송파구 정신건강복지센터,기초정신건강복지센터,서울특별시 송파구 양산로 5,서울,37.4897702878363,127.142670990804
송파구정신건강복지센터,자살예방센터,서울특별시 송파구 양산로 5,서울,37.4897702878363,127.142670990804
송파아이존,정신재활시설,서울특별시 송파구 장지동 충민로 6길 17,서울,37.4827571265965,127.134044247855
송파어우러기,정신재활시설,"서울특별시 송파구 백제고분로 446, 204호",서울,37.5104581017222,127.112744120149
수린목,정신재활시설,서울특별시 구로구 고척로3길 99 대하쉐르빌 9동 101호,서울,37.4979960584367,126.836365897616
수성베네스트,정신재활시설,대구광역시 수성구 수성로 285,대구,35.851017987668,128.613028820464
수원시성인정신건강복지센터,기초정신건강복지센터,경기도 수원시 팔달구 매산로 89 2층 ,경기,37.2704984896655,127.010674176609
수원시자살예방센터,자살예방센터,경기도 수원시 팔달구 동말로 47번길 17,경기,37.2793962935717,126.999358966606
수인복지재단,중독관리통합지원센터,대구광역시 동구 아양로 246-1(3층),대구,35.8869118636571,128.639992405817
순천시 정신건강복지센터,기초정신건강복지센터,전라남도 순천시 중앙로 232 순천시보건소 3층,전라남도,34.9667477881168,127.486033340014
순천향대학교부속 부천병원,기초정신건강복지센터,경기도 부천시 성오로 172 오정어울마당 3층,경기,37.5283468189716,126.796026576464
숭인사회복귀시설,정신재활시설,경상남도 양산시 모래들1길 91,경상남도,35.4013161084635,129.147156785431
쉐어하우스,정신재활시설,경기도 부천시 소사로126번길 59-7 2층,경기,37.4709352717383,126.79961972293
쉼터공동체,정신재활시설,대전광역시 유성구 세동로474-35,대전,36.3119629996121,127.269919026463
스롤라인,정신재활시설,서울특별시 용산구 백범로 90길 이레빌딩 1층,서울,,
스마일빌,정신요양시설,전라북도 남원시 대면대곡 신계길397,전라북도,,
승우정신요양원,정신요양시설,경기도 오산시 가장산업동로 69-9,경기,37.1645790724151,127.04217634248
시일건강타운,정신요양시설,전라남도 장성군 북하면 백양로 445,전라남도,35.425998096796,126.846177015538
시흥시자살예방센터,자살예방센터,경기도 시흥시 호현로 55 ,경기,37.445536329493,126.785314070012
신생원,정신요양시설,대전광역시 유성구 진잠옛로 135번길 115,대전,,
신세계효병원,기초정신건강복지센터,전라북도 부안군 부안읍 오리정로 124,전라북도,35.722862321575,126.735600728895
신세광의료재단 세광병원,기초정신건강복지센터,울산광역시 울주군 서향교1길 67-122층,울산,,
신한대학교,기초정신건강복지센터,경기도 동두천시 중앙로 167,경기,37.8966121948147,127.051716984841
신혜힐링타운,정신요양시설,전라남도 해남군 해남읍 중앙1로 391,전라남도,34.5767733094375,126.58715361031
심경장원,정신요양시설,대전광역시 유성구 진잠옛로 222-170,대전,36.3345098298118,127.324371543061
아가페하우스,정신재활시설,"광주광역시 북구 양지택지로 37번길 30, 가람하이빌 401~404호",광주,,
아람터,정신재활시설,"경기도 수원시 장안구 광교산로 138번길34, 8동 201호",경기,37.2985706488591,127.030684700235
아름다운교회 사랑의집,정신재활시설,서울특별시 강북구 도봉로 71가길 27(수유동),서울,37.6324874739176,127.022065510532
아름다운세상,정신재활시설,서울특별시 구로구 고척로 52라길 11-23,서울,37.5014539118255,126.854894534891
아름다운세상,정신재활시설,"경기도 시흥시 군자로 466번길 37, 거모종합사회복지관 내 2층",경기,37.344863146042,126.781326919416
아름다운세상,정신재활시설,전라북도 전주시 덕진구 아중7길 9-5,전라북도,35.8327958489317,127.172436593809
아름다운집,정신재활시설,전라북도 전주시 덕진구 인교9길11 아중지1 401호,전라북도,35.8260679477752,127.174006344558
아름드리,정신재활시설,"서울특별시 양천구 남부순환로 59길 16-1, 201호",서울,37.5322687610619,126.832952001779
아름드리,정신재활시설,대전광역시 중구 대흥로 87(대흥동),대전,36.3231247467855,127.422332802924
아미정신건강센터,정신재활시설,부산광역시 서구 아미로12번길 25,부산,35.09784593695,129.01310381904
아산시 정신건강복지센터,기초정신건강복지센터,충청남도 아산시 번영로 224번길 20,충청남도,36.782564871491,127.01460580858
아산시 중독관리통합지원센터,중독관리통합지원센터,충청남도 아산시 번영로 224번길 20,충청남도,36.782564871491,127.01460580858
아산장애인 직업재활센터,정신재활시설,충청남도 아산시 번영로 169번길 13-1,충청남도,36.786544872892,127.009754775564
아주대학교의료원,기초정신건강복지센터,"경기도 수원시 장안구 송원로101, 1층(조원동, 장안구청)",경기,37.3040947298509,127.010400656538
아주대학교의료원 ,기초정신건강복지센터,경기도 수원시 팔달구 동말로 47번길 17,경기,37.2793962935717,126.999358966606
아주대학교의료원,기초정신건강복지센터,경기도 수원시 영통구 영통로396 (영통구보건소) 4층,경기,37.2568828036311,127.069710816696
안동병원,기초정신건강복지센터,경상북도 안동시 경동로 663 남부빌딩 2층,경상북도,36.5633867526787,128.730466186365
안산시자살예방센터,자살예방센터,경기도 안산시 상록구 차돌배기로1길 5 상록수보건소 3층,경기,37.3002645642625,126.845063414285
알코올의존자 사회복귀시설 까리따스,정신재활시설,서울특별시 서초구 남부순환로 2124번지 까리따스 방배종합사회복지관 4층,서울,37.4749858709744,126.984373624524
양산부산대학교병원,중독관리통합지원센터,"경상남도 양산시 중앙로 7-32, 4층(다방동, 양산시보건복지센터)",경상남도,35.3321571425744,129.037994695879
양양군정신건강복지센터,기초정신건강복지센터,양양군 양양읍 양양로 9-5(양양군보건소2층),기타,38.0778607950718,128.627479319798
양천아이존,정신재활시설,서울특별시 양천구 화곡로 47,서울,37.5396151066898,126.827099260162
양평군 정신건강복지센터,기초정신건강복지센터,경기도 양평군 양평읍 중앙로 111번길 34-21(3층),경기,37.4966235116215,127.505158303203
양평군자살예방센터,자살예방센터,경기도 양평군 양평읍 중앙로 111번길 34-21 3층,경기,37.4966235116215,127.505158303203
어깨동무,정신재활시설,"서울특별시 중랑구 동일로92길 39-2,1 2층",서울,,
어울림,정신재활시설,"서울특별시 중랑구 용마산로331-1 401, 402",서울,,
어울림,정신재활시설,"대전광역시 서구 도마로25번길 54, 201호(도마동)",대전,36.3247928486904,127.373259900601
어울림,정신재활시설,경상북도 경주시 석장1길 29-36.101호,경상북도,35.8626319914507,129.187332467845
어울림2,정신재활시설,경상북도 경주시 석장1길 29-36.405호,경상북도,35.8626319914507,129.187332467845
에버그린하우스,정신재활시설,서울특별시 은평구 갈현로 29길 51 예성베르빌B01호 ,서울,37.6222715955953,126.911258320824
여수시 정신건강복지센터,기초정신건강복지센터,전라남도 여수시 시청서4길 47(학동),전라남도,34.7593169752233,127.660385545186
여수시 중독관리통합지원센터,중독관리통합지원센터,전라남도 여수시 시청서 4길 47,전라남도,34.7593169752233,127.660385545186
여울목,정신재활시설,"서울특별시 강서구 화곡로 13길 66-28, 301호",서울,37.5428535384547,126.833986153405
여주대학교 산학협력단,기초정신건강복지센터,경기도 여주시 세종로 338번지 여주대학교 대학본부 2층,경기,37.2710928927952,127.636353103878
여주시자살예방센터,자살예방센터,경기도 여주시 세종로 338,경기,37.2710928927952,127.636353103878
연세대학교 산학협력단,기초정신건강복지센터,강원도 평창군 평창읍 종부로61,강원,37.3604916716915,128.388851223242
연세대학교 원주산학협력단,기초정신건강복지센터,강원도 원주시 원일로139 시민문화센터 4층,강원,37.3515496042529,127.946802942893
연세대학교 원주산학협력단,기초정신건강복지센터,강원도 횡성군 횡성읍 횡성로 379,강원,37.4870955205605,127.984416771608
연세대학교 원주산학협력단,중독관리통합지원센터,강원도 원주시 원일로139,강원,37.3515496042529,127.946802942893
연수새누리,정신재활시설,"인천광역시 연수구 앵고개로 183, 남동부수도사업소 2층",인천,37.4121331509152,126.665986728949
열린세상,정신재활시설,"서울특별시 양천구 남부순환로 450, 301호",서울,37.5277088835672,126.833204271693
영광기독신하병원,기초정신건강복지센터,전라북도 고창군 전봉준로90,전라북도,35.4437399689956,126.683231696414
영광기독신하병원,기초정신건강복지센터,전라남도 영광군 영광읍 신남로 4길 17,전라남도,35.2746826104523,126.504164306837
영광사회복귀시설,정신재활시설,전라남도 영광군 영광읍 신남로 268,전라남도,35.2745152953796,126.510754882197
영남대학교의료원,기초정신건강복지센터,대구광역시 남구 대명2동 영선길34 남구보건소 4층,대구,35.8538999391532,128.591523659931
